busStopCount,PopulationSum,HospitalSum,ShoppingMalSum,pickUpSum,dropOffSum,stopTimeSum,radius(miles),radius(meters),centroid,lon,lat
0.0,125,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.49178924504402 39.56451574554225),-75.49178924504402,39.56451574554225
0.0,55,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.49200295693838 39.59474785823222),-75.49200295693838,39.59474785823222
0.0,266,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.49243134838626 39.6552116073747),-75.49243134838626,39.6552116073747
3.0,425,0.0,0.0,0.0,0.0,89.0,0.450318205961788,724.7171270654536,POINT (-75.49264602901856 39.68544324376243),-75.49264602901856,39.68544324376243
0.0,40,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.48013167306537 39.534331307746356),-75.48013167306537,39.534331307746356
0.0,446,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.48034009574558 39.564563630239974),-75.48034009574558,39.564563630239974
1.0,145,0.0,0.0,0.0,0.0,39.0,0.450318205961788,724.7171270654536,POINT (-75.48117693517052 39.68549133330429),-75.48117693517052,39.68549133330429
0.0,16,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.48138693483695 39.715722862181316),-75.48138693483695,39.715722862181316
0.0,20,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.46848431526747 39.50414548372904),-75.46848431526747,39.50414548372904
0.0,97,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.46868746418218 39.53437801470348),-75.46868746418218,39.53437801470348
3.0,1547,0.0,0.0,0.0,0.0,1000.0,0.450318205961788,724.7171270654536,POINT (-75.46889091943935 39.56461038709484),-75.46889091943935,39.56461038709484
0.0,25,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.46950312838293 39.65530655244463),-75.46950312838293,39.65530655244463
0.0,218,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.46970781413363 39.6855382901788),-75.46970781413363,39.6855382901788
5.0,3257,0.0,0.0,0.0,0.0,267.0,0.450318205961788,724.7171270654536,POINT (-75.46991280879502 39.715769869168334),-75.46991280879502,39.715769869168334
2.0,197,0.0,0.0,0.0,0.0,78.0,0.450318205961788,724.7171270654536,POINT (-75.47011811288453 39.746001289381475),-75.47011811288453,39.746001289381475
0.0,135,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.45704504005202 39.50419101538654),-75.45704504005202,39.50419101538654
0.0,27,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.45724322897873 39.53442359501349),-75.45724322897873,39.53442359501349
7.0,1907,0.0,0.0,0.0,0.0,335.0,0.450318205961788,724.7171270654536,POINT (-75.45744171676894 39.56465601609904),-75.45744171676894,39.56465601609904
0.0,50,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.45764050392125 39.59488827861058),-75.45764050392125,39.59488827861058
0.0,35,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.45823866655583 39.68558411437812),-75.45823866655583,39.68558411437812
1.0,809,0.0,0.0,0.0,0.0,8.0,0.450318205961788,724.7171270654536,POINT (-75.4584386561677 39.71581574227143),-75.4584386561677,39.71581574227143
3.0,929,0.0,0.0,0.0,0.0,151.0,0.450318205961788,724.7171270654536,POINT (-75.45863894765344 39.7460472114305),-75.45863894765344,39.7460472114305
0.0,32,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.44560573920164 39.50423542159185),-75.44560573920164,39.50423542159185
0.0,17,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.4457989680976 39.5344680486688),-75.4457989680976,39.5344680486688
2.0,102,1.0,0.0,0.0,0.0,78.0,0.450318205961788,724.7171270654536,POINT (-75.44618630052899 39.59493282728787),-75.44618630052899,39.59493282728787
0.0,15,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.44638040503791 39.62516497876517),-75.44638040503791,39.62516497876517
0.0,49,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.44657480239336 39.65539697164473),-75.44657480239336,39.65539697164473
0.0,41,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.44676949308507 39.68562880589458),-75.44676949308507,39.68562880589458
0.0,145,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.44696447760407 39.71586048148292),-75.44696447760407,39.71586048148292
1.0,31,0.0,0.0,0.0,0.0,37.0,0.450318205961788,724.7171270654536,POINT (-75.44715975644255 39.746091998378155),-75.44715975644255,39.746091998378155
0.0,24,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.4337907255376 39.44381288043575),-75.4337907255376,39.44381288043575
0.0,59,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.43416641335783 39.5042787023376),-75.43416641335783,39.5042787023376
0.0,15,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.4343546821814 39.534511375662),-75.4343546821814,39.534511375662
0.0,172,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.43454323491021 39.564743890525236),-75.43454323491021,39.564743890525236
1.0,40,0.0,0.0,0.0,0.0,66.0,0.450318205961788,724.7171270654536,POINT (-75.43473207201798 39.594976246894866),-75.43473207201798,39.594976246894866
0.0,24,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.43511060127094 39.65544048402458),-75.43511060127094,39.65544048402458
0.0,40,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.43530029436936 39.68567236472071),-75.43530029436936,39.68567236472071
0.0,59,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.43549027375317 39.71590408679534),-75.43549027375317,39.71590408679534
0.0,61,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.43568053990198 39.74613565021692),-75.43568053990198,39.74613565021692
0.0,15,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.43587109329654 39.77636705495408),-75.43587109329654,39.77636705495408
0.0,118,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.42254403041747 39.474087980857185),-75.42254403041747,39.474087980857185
0.0,39,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.42291037187266 39.53455357598585),-75.42291037187266,39.53455357598585
0.0,10,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.42309395700923 39.56478613593257),-75.42309395700923,39.56478613593257
0.0,116,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.42327781903298 39.595018537424316),-75.42327781903298,39.595018537424316
0.0,8,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.42346195840629 39.625250780428985),-75.42346195840629,39.625250780428985
0.0,17,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.42383107105663 39.68571479084925),-75.42383107105663,39.68571479084925
0.0,166,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.42420129868191 39.74617816693951),-75.42420129868191,39.74617816693951
0.0,2,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41093179719049 39.44389588797329),-75.41093179719049,39.44389588797329
0.0,104,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41110960919701 39.47412896685752),-75.41110960919701,39.47412896685752
0.0,96,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41128768925601 39.50436188742176),-75.41128768925601,39.50436188742176
0.0,105,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41146603781405 39.53459464963336),-75.41146603781405,39.53459464963336
0.0,9,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41164465531871 39.56482725345993),-75.41164465531871,39.56482725345993
0.0,30,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41182354221874 39.59505969886918),-75.41182354221874,39.59505969886918
0.0,55,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41200269896395 39.62529198582904),-75.41200269896395,39.62529198582904
0.0,41,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.4121821260053 39.65552411430758),-75.4121821260053,39.65552411430758
0.0,53,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41236182379487 39.68575608427307),-75.41236182379487,39.68575608427307
0.0,44,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41254179278583 39.71598789569393),-75.41254179278583,39.71598789569393
0.0,130,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.41272203343249 39.74621954853878),-75.41272203343249,39.74621954853878
1.0,13,0.0,0.0,0.0,0.0,18.0,0.450318205961788,724.7171270654536,POINT (-75.41290254619028 39.77645104277641),-75.41290254619028,39.77645104277641
0.0,157,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.39967516494605 39.47416882857879),-75.39967516494605,39.47416882857879
0.0,62,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.39984829228109 39.50440179174631),-75.39984829228109,39.50440179174631
0.0,33,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.40002168064812 39.53463459659765),-75.40002168064812,39.53463459659765
0.0,45,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.40019533048235 39.56486724310049),-75.40019533048235,39.56486724310049
0.0,10,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.40036924222 39.595099731222575),-75.40036924222,39.595099731222575
0.0,26,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.40054341629838 39.62533206093195),-75.40054341629838,39.62533206093195
0.0,94,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.40089255323211 39.6857962449853),-75.40089255323211,39.6857962449853
0.0,59,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.40106751696754 39.716028099266104),-75.40106751696754,39.716028099266104
0.0,67,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.4012427448039 39.74625979500785),-75.4012427448039,39.74625979500785
0.0,18,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.40141823718392 39.77649133217938),-75.40141823718392,39.77649133217938
0.0,16,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3879051081666 39.413741082163696),-75.3879051081666,39.413741082163696
0.0,33,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38807277687458 39.443974403196826),-75.38807277687458,39.443974403196826
0.0,98,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38824069830513 39.474207566014336),-75.38824069830513,39.474207566014336
0.0,27,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38840887287888 39.50444057058358),-75.38840887287888,39.50444057058358
0.0,132,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38857730101755 39.53467341687207),-75.38857730101755,39.53467341687207
0.0,25,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38874598314383 39.56490610484753),-75.38874598314383,39.56490610484753
0.0,27,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38891491968153 39.595138634477834),-75.38891491968153,39.595138634477834
0.0,20,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38908411105541 39.625371005731026),-75.38908411105541,39.625371005731026
0.0,47,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38925355769138 39.655603218575344),-75.38925355769138,39.655603218575344
0.0,17,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38942326001636 39.6858352729792),-75.38942326001636,39.6858352729792
0.0,12,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38959321845832 39.716067168911145),-75.38959321845832,39.716067168911145
0.0,14,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3897634334463 39.746298906339945),-75.3897634334463,39.746298906339945
0.0,15,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.38993390541043 39.77653048523451),-75.38993390541043,39.77653048523451
0.0,17,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.37648050301924 39.4137786150097),-75.37648050301924,39.4137786150097
0.0,72,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.37664323382687 39.44401197617439),-75.37664323382687,39.44401197617439
0.0,71,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3768062099147 39.47424517915773),-75.3768062099147,39.47424517915773
0.0,35,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.37696943169095 39.50447822392712),-75.37696943169095,39.50447822392712
0.0,90,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.37729661394687 39.56494383869461),-75.37729661394687,39.56494383869461
0.0,13,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3774605752481 39.59517640862844),-75.3774605752481,39.59517640862844
0.0,25,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.37762478388089 39.62540882021977),-75.37762478388089,39.62540882021977
0.0,35,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.37778924025862 39.65564107343689),-75.37778924025862,39.65564107343689
0.0,24,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3779539447956 39.685873168248264),-75.3779539447956,39.685873168248264
0.0,9,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.37811889790721 39.71610510462253),-75.37811889790721,39.71610510462253
0.0,264,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.37828410000989 39.746336882528524),-75.37828410000989,39.746336882528524
2.0,36,0.0,0.0,0.0,0.0,74.0,0.450318205961788,724.7171270654536,POINT (-75.37844955152107 39.77656850193524),-75.37844955152107,39.77656850193524
0.0,10,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3786152528592 39.80679996281181),-75.3786152528592,39.80679996281181
0.0,26,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36505587683294 39.41381502595738),-75.36505587683294,39.41381502595738
0.0,146,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36552996935886 39.50451475177065),-75.36552996935886,39.50451475177065
0.0,65,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36568847693287 39.534747677325605),-75.36568847693287,39.534747677325605
0.0,252,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36584722353516 39.56498044463544),-75.36584722353516,39.56498044463544
0.0,14,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3660062095645 39.59521305366812),-75.3660062095645,39.59521305366812
3.0,102,0.0,0.0,0.0,0.0,132.0,0.450318205961788,724.7171270654536,POINT (-75.3661654354207 39.62544550439186),-75.3661654354207,39.62544550439186
0.0,149,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36632490150456 39.65567779677503),-75.36632490150456,39.65567779677503
0.0,14,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36648460821786 39.68590993078613),-75.36648460821786,39.68590993078613
0.0,159,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36664455596338 39.71614190639392),-75.36664455596338,39.71614190639392
0.0,1762,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36680474514488 39.74637372356724),-75.36680474514488,39.74637372356724
2.0,5,0.0,0.0,0.0,0.0,92.0,0.450318205961788,724.7171270654536,POINT (-75.36696517616714 39.776605382275164),-75.36696517616714,39.776605382275164
0.0,16,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.36712584943595 39.806836882486934),-75.36712584943595,39.806836882486934
0.0,46,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35347860535565 39.38361671908815),-75.35347860535565,39.38361671908815
0.0,17,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35363123024611 39.41385031500068),-75.35363123024611,39.41385031500068
0.0,80,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35378408514916 39.44408375282988),-75.35378408514916,39.44408375282988
0.0,57,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35393717044735 39.47431703254317),-75.35393717044735,39.47431703254317
0.0,42,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35409048652419 39.50455015410809),-75.35409048652419,39.50455015410809
0.0,12,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35424403376406 39.53478311749234),-75.35424403376406,39.53478311749234
0.0,244,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3543978125524 39.56501592266388),-75.3543978125524,39.56501592266388
0.0,44,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35470606632069 39.625481058241185),-75.35470606632069,39.625481058241185
0.0,68,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35486054207617 39.655713388583635),-75.35486054207617,39.655713388583635
0.0,201,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35501525093119 39.6859455605867),-75.35501525093119,39.6859455605867
0.0,552,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3551701932759 39.71617757421914),-75.3551701932759,39.71617757421914
0.0,2188,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35532536950144 39.746409429449926),-75.35532536950144,39.746409429449926
0.0,136,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.35563642516446 39.80687266458314),-75.35563642516446,39.80687266458314
0.0,145,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3420588695785 39.38365084971941),-75.3420588695785,39.38365084971941
0.0,77,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3422065638971 39.41388448213374),-75.3422065638971,39.41388448213374
0.0,18,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34235448079802 39.44411795649586),-75.34235448079802,39.44411795649586
0.0,43,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34250262065144 39.47435127277325),-75.34250262065144,39.47435127277325
0.0,157,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34265098382849 39.504584430933534),-75.34265098382849,39.504584430933534
0.0,105,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34279957070113 39.534817430944464),-75.34279957070113,39.534817430944464
0.0,107,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34294838164233 39.565050272774045),-75.34294838164233,39.565050272774045
0.0,24,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34309741702593 39.59528295639038),-75.34309741702593,39.59528295639038
0.0,90,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34324667722673 39.62551548176179),-75.34324667722673,39.62551548176179
0.0,69,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3433961626204 39.65574784885677),-75.3433961626204,39.65574784885677
0.0,81,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3435458735836 39.68598005764398),-75.3435458735836,39.68598005764398
0.0,474,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34369581049391 39.71621210809224),-75.34369581049391,39.71621210809224
0.0,1875,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34384597372981 39.74644400017059),-75.34384597372981,39.74644400017059
0.0,13,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34399636367077 39.776675733848194),-75.34399636367077,39.776675733848194
0.0,146,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.34414698069716 39.80690730909441),-75.34414698069716,39.80690730909441
0.0,45,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3307818784243 39.41391752735087),-75.3307818784243,39.41391752735087
0.0,46,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3309248572913 39.44415103704634),-75.3309248572913,39.44415103704634
0.0,47,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3310680516681 39.47438438868726),-75.3310680516681,39.47438438868726
0.0,62,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33121146191337 39.50461758224129),-75.33121146191337,39.50461758224129
0.0,46,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33135508838673 39.53485061767625),-75.33135508838673,39.53485061767625
0.0,79,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33149893144869 39.565083494960184),-75.33149893144869,39.565083494960184
0.0,23,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33164299146058 39.595316214061285),-75.33164299146058,39.595316214061285
0.0,72,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3317872687847 39.62554877494793),-75.3317872687847,39.62554877494793
1.0,1501,0.0,0.0,0.0,0.0,22.0,0.450318205961788,724.7171270654536,POINT (-75.3319317637842 39.65578117758867),-75.3319317637842,39.65578117758867
0.0,44,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33207647682315 39.68601342195221),-75.33207647682315,39.68601342195221
0.0,394,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33222140826652 39.716245508007454),-75.33222140826652,39.716245508007454
0.0,1090,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33236655848019 39.74647743572346),-75.33236655848019,39.74647743572346
0.0,22,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33251192783092 39.7767092050695),-75.33251192783092,39.7767092050695
0.0,15,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33265751668641 39.80694081601498),-75.33265751668641,39.80694081601498
0.0,2,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.33280332541526 39.8371722685295),-75.33280332541526,39.8371722685295
0.0,3,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.31908171568143 39.35348188904163),-75.31908171568143,39.35348188904163
0.0,76,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.31935717446615 39.41394945064658),-75.31935717446615,39.41394945064658
0.0,132,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.31949521526847 39.44418299447583),-75.31949521526847,39.44418299447583
0.0,86,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.3196334641378 39.47441638027968),-75.3196334641378,39.47441638027968
0.0,63,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.31977192142043 39.50464960802582),-75.31977192142043,39.50464960802582
0.0,107,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.31991058746354 39.534882677682155),-75.31991058746354,39.534882677682155
0.0,23,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.32004946261517 39.56511558921678),-75.32004946261517,39.56511558921678
0.0,73,0.0,0.0,0.0,0.0,0.0,0.450318205961788,724.7171270654536,POINT (-75.32018854722425 39.59534834259793),-75.32018854722425,39.59534834259793
