ActualBusStop,PredictedBusStop,Error,PopulationSum,HospitalSum,ShoppingMalSum,pickUpSum,dropOffSum,stopTimeSum,radius(miles),radius(meters),centroid,lon,lat
6.0,4.07,1.93,2454,0.0,0.0,18.0,19.0,2037.0,0.45,724.72,POINT (-74.3175155188775 40.787857079157035),-74.318,40.788
1.0,0.48,0.52,440,0.0,0.0,0.0,0.0,33.0,0.45,724.72,POINT (-74.31689567511235 40.848306262004215),-74.317,40.848
2.0,0.51,1.49,270,0.0,0.0,0.0,0.0,140.0,0.45,724.72,POINT (-74.31533780137006 40.99942640419577),-74.315,40.999
1.0,0.72,0.28,635,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.31777857710203 39.608903058398234),-74.318,39.609
1.0,0.2,0.8,26,0.0,0.0,0.0,0.0,4.0,0.45,724.72,POINT (-74.3135805138747 40.03212039838493),-74.314,40.032
2.0,0.7,1.3,777,0.0,0.0,0.0,0.0,44.0,0.45,724.72,POINT (-74.31297351343514 40.092577458958345),-74.313,40.093
1.0,1.76,-0.76,2539,1.0,0.0,0.0,0.0,54.0,0.45,724.72,POINT (-74.31144795857011 40.24371730709448),-74.311,40.244
1.0,1.03,-0.03,1390,0.0,0.0,0.0,0.0,16.0,0.45,724.72,POINT (-74.31083449869936 40.30417212437718),-74.311,40.304
6.0,3.4,2.6,2546,0.0,0.0,2.0,2.0,1428.0,0.45,724.72,POINT (-74.31052707177611 40.33439929247336),-74.311,40.334
3.0,1.81,1.19,525,0.0,0.0,0.0,0.0,1106.0,0.45,724.72,POINT (-74.3102191791394 40.36462630016567),-74.31,40.365
7.0,3.93,3.07,3057,0.0,0.0,34.0,0.0,1612.0,0.45,724.72,POINT (-74.30991081999564 40.394853147424065),-74.31,40.395
2.0,2.58,-0.58,3870,0.0,0.0,0.0,0.0,69.0,0.45,724.72,POINT (-74.30929269900243 40.4553063605197),-74.309,40.455
1.0,1.32,-0.32,1744,0.0,0.0,0.0,0.0,81.0,0.45,724.72,POINT (-74.30836199875438 40.54598497616647),-74.308,40.546
2.0,2.23,-0.23,2975,0.0,0.0,0.0,0.0,226.0,0.45,724.72,POINT (-74.30805082379032 40.57621086019918),-74.308,40.576
3.0,2.41,0.59,2860,0.0,0.0,0.0,0.0,438.0,0.45,724.72,POINT (-74.30773917670783 40.60643658359214),-74.308,40.606
2.0,1.58,0.42,1829,0.0,0.0,0.0,0.0,261.0,0.45,724.72,POINT (-74.3074270566972 40.63666214631665),-74.307,40.637
5.0,1.87,3.13,1940,0.0,0.0,0.0,0.0,444.0,0.45,724.72,POINT (-74.3064878509688 40.72733787019444),-74.306,40.727
1.0,1.54,-0.54,2072,1.0,0.0,0.0,0.0,100.0,0.45,724.72,POINT (-74.30617383110773 40.75756278996108),-74.306,40.758
2.0,0.9,1.1,845,0.0,0.0,0.0,0.0,182.0,0.45,724.72,POINT (-74.30554435954164 40.81801214703775),-74.306,40.818
2.0,0.94,1.06,1172,0.0,0.0,0.0,0.0,53.0,0.45,724.72,POINT (-74.3052289061905 40.848236584292536),-74.305,40.848
1.0,1.21,-0.21,1707,0.0,0.0,0.0,0.0,11.0,0.45,724.72,POINT (-74.30491297335976 40.87846086065504),-74.305,40.878
7.0,1.42,5.58,1323,0.0,0.0,0.0,0.0,380.0,0.45,724.72,POINT (-74.30364443064427 40.999356356640426),-74.304,40.999
1.0,0.59,0.41,427,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.30602062937812 39.63906599915976),-74.306,39.639
1.0,0.6,0.4,683,0.0,0.0,0.0,0.0,8.0,0.45,724.72,POINT (-74.30205400023982 40.03205154315597),-74.302,40.032
1.0,0.24,0.76,53,0.0,0.0,0.0,0.0,23.0,0.45,724.72,POINT (-74.30143680891223 40.09250845704049),-74.301,40.093
1.0,0.49,0.51,479,0.0,0.0,0.0,0.0,23.0,0.45,724.72,POINT (-74.29988564163644 40.24364793732995),-74.3,40.244
2.0,1.09,0.91,58,0.0,0.0,0.0,0.0,740.0,0.45,724.72,POINT (-74.29957399800453 40.27387535237977),-74.3,40.274
2.0,2.41,-0.41,878,0.0,0.0,0.0,0.0,1432.0,0.45,724.72,POINT (-74.29926188244958 40.30410260702152),-74.299,40.304
1.0,0.94,0.06,641,0.0,0.0,0.0,0.0,320.0,0.45,724.72,POINT (-74.2989492941687 40.33432970122465),-74.299,40.334
5.0,1.78,3.22,1945,0.0,0.0,0.0,0.0,369.0,0.45,724.72,POINT (-74.29832269620726 40.3947834081937),-74.298,40.395
1.0,2.08,-1.08,1738,0.0,0.0,0.0,0.0,723.0,0.45,724.72,POINT (-74.29800868491084 40.425010020899435),-74.298,40.425
3.0,2.06,0.94,2970,0.0,1.0,0.0,0.0,90.0,0.45,724.72,POINT (-74.29769419765664 40.455236473046035),-74.298,40.455
4.0,1.56,2.44,1796,0.0,0.0,0.0,0.0,260.0,0.45,724.72,POINT (-74.29737923363163 40.485462764603824),-74.297,40.485
1.0,1.5,-0.5,2085,0.0,0.0,0.0,0.0,61.0,0.45,724.72,POINT (-74.29706379202077 40.51568889554329),-74.297,40.516
1.0,1.69,-0.69,2137,0.0,0.0,0.0,0.0,197.0,0.45,724.72,POINT (-74.2967478720069 40.545914865835044),-74.297,40.546
2.0,2.25,-0.25,3321,0.0,0.0,0.0,0.0,70.0,0.45,724.72,POINT (-74.29643147277089 40.576140675449885),-74.296,40.576
1.0,3.17,-2.17,4800,0.0,0.0,0.0,0.0,97.0,0.45,724.72,POINT (-74.29611459349152 40.60636632435879),-74.296,40.606
6.0,2.44,3.56,2949,0.0,0.0,0.0,0.0,418.0,0.45,724.72,POINT (-74.2957972333455 40.63659181253292),-74.296,40.637
1.0,2.17,-1.17,3198,0.0,0.0,0.0,0.0,61.0,0.45,724.72,POINT (-74.29547939150747 40.666817139943525),-74.295,40.667
9.0,3.95,5.05,2844,0.0,0.0,0.0,0.0,1741.0,0.45,724.72,POINT (-74.29516106714999 40.6970423065621),-74.295,40.697
3.0,2.28,0.72,2629,0.0,0.0,0.0,0.0,444.0,0.45,724.72,POINT (-74.29484225944354 40.72726731236032),-74.295,40.727
1.0,1.02,-0.02,1026,0.0,0.0,0.0,0.0,187.0,0.45,724.72,POINT (-74.29420319065524 40.787716841382995),-74.294,40.788
5.0,1.77,3.23,1715,0.0,0.0,0.0,0.0,477.0,0.45,724.72,POINT (-74.29388292790384 40.81794136455159),-74.294,40.818
9.0,3.64,5.36,1560,0.0,0.0,4.0,5.0,2120.0,0.45,724.72,POINT (-74.29356217846446 40.84816572678804),-74.294,40.848
6.0,0.8,5.2,567,0.0,0.0,85.0,85.0,240.0,0.45,724.72,POINT (-74.29324094149703 40.87838992806481),-74.293,40.878
5.0,1.85,3.15,2090,0.0,0.0,0.0,0.0,350.0,0.45,724.72,POINT (-74.29227429699434 40.9690615658645),-74.292,40.969
9.0,2.75,6.25,2488,0.0,0.0,0.0,0.0,908.0,0.45,724.72,POINT (-74.29195110147191 40.99928512303078),-74.292,40.999
5.0,2.56,2.44,2939,0.0,0.0,0.0,0.0,520.0,0.45,724.72,POINT (-74.29162741418932 41.02950851910232),-74.292,41.03
2.0,0.68,1.32,419,0.0,0.0,0.0,0.0,208.0,0.45,724.72,POINT (-74.29130323429371 41.05973175405259),-74.291,41.06
1.0,0.47,0.53,468,0.0,0.0,0.0,0.0,8.0,0.45,724.72,POINT (-74.29052752660579 40.03198154148013),-74.291,40.032
2.0,0.57,1.43,606,0.0,0.0,0.0,0.0,23.0,0.45,724.72,POINT (-74.2886396756065 40.21334991205066),-74.289,40.213
1.0,0.53,0.47,558,0.0,0.0,0.0,0.0,17.0,0.45,724.72,POINT (-74.28832336518049 40.24357741255255),-74.288,40.244
1.0,1.07,-0.07,779,0.0,0.0,0.0,0.0,357.0,0.45,724.72,POINT (-74.28800657585484 40.273804752611234),-74.288,40.274
2.0,1.05,0.95,1372,0.0,0.0,12.0,0.0,38.0,0.45,724.72,POINT (-74.28641541716573 40.42493904518302),-74.286,40.425
1.0,4.49,-3.49,7113,0.0,0.0,0.0,0.0,45.0,0.45,724.72,POINT (-74.28609573727393 40.45516542194069),-74.286,40.455
8.0,3.65,4.35,4366,0.0,0.0,0.0,0.0,717.0,0.45,724.72,POINT (-74.28577557274056 40.485391638042785),-74.286,40.485
10.0,5.21,4.79,5824,1.0,0.0,0.0,0.0,1297.0,0.45,724.72,POINT (-74.28545492273716 40.51561769345966),-74.285,40.516
4.0,2.84,1.16,3087,0.0,0.0,0.0,0.0,687.0,0.45,724.72,POINT (-74.2851337864331 40.545843588161794),-74.285,40.546
9.0,3.87,5.13,4630,0.0,0.0,0.0,0.0,769.0,0.45,724.72,POINT (-74.2844900515902 40.6062948953047),-74.284,40.606
6.0,3.22,2.78,3856,0.0,0.0,0.0,0.0,615.0,0.45,724.72,POINT (-74.2841674513797 40.63652030768735),-74.284,40.637
8.0,4.19,3.81,4635,0.0,0.0,0.0,0.0,1039.0,0.45,724.72,POINT (-74.28384436152525 40.666745559238905),-74.284,40.667
5.0,4.44,0.56,3618,0.0,0.0,0.0,0.0,1760.0,0.45,724.72,POINT (-74.28352078118577 40.69697064993074),-74.284,40.697
5.0,4.03,0.97,3748,0.0,0.0,0.0,0.0,1349.0,0.45,724.72,POINT (-74.283196709518 40.727195579734385),-74.283,40.727
4.0,1.91,2.09,1399,0.0,0.0,0.0,0.0,748.0,0.45,724.72,POINT (-74.28254708881424 40.7876449565639),-74.283,40.788
4.0,4.6,-0.6,4529,0.0,0.0,0.0,0.0,1438.0,0.45,724.72,POINT (-74.28189549262574 40.848093689502846),-74.282,40.848
5.0,0.36,4.64,22,0.0,0.0,0.0,0.0,144.0,0.45,724.72,POINT (-74.28156895159397 40.878317814443875),-74.282,40.878
4.0,0.87,3.13,796,0.0,0.0,0.0,0.0,177.0,0.45,724.72,POINT (-74.28091437937522 40.938765581131676),-74.281,40.939
1.0,0.59,0.41,666,0.0,0.0,0.0,0.0,8.0,0.45,724.72,POINT (-74.28058634646959 40.96898922282396),-74.281,40.969
4.0,1.91,2.09,1821,0.0,0.0,0.0,0.0,541.0,0.45,724.72,POINT (-74.28025781455047 40.9992127033791),-74.28,40.999
1.0,1.64,-0.64,2237,0.0,0.0,0.0,0.0,104.0,0.45,724.72,POINT (-74.27959925021052 41.059659180970954),-74.28,41.06
1.0,0.45,0.55,187,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.28278635622631 39.669157259208035),-74.283,39.669
1.0,0.62,0.38,691,0.0,0.0,0.0,0.0,23.0,0.45,724.72,POINT (-74.27708257814302 40.2132783084245),-74.277,40.213
6.0,3.37,2.63,1747,0.0,0.0,1.0,0.0,1805.0,0.45,724.72,POINT (-74.27676112987054 40.24350573277419),-74.277,40.244
2.0,0.58,1.42,589,0.0,0.0,12.0,0.0,38.0,0.45,724.72,POINT (-74.27482219098891 40.42486690708147),-74.275,40.425
1.0,1.45,-0.45,1851,0.0,0.0,0.0,0.0,135.0,0.45,724.72,POINT (-74.27417195356 40.48531934662651),-74.274,40.485
17.0,13.05,3.95,14656,0.0,0.0,0.0,0.0,3447.0,0.45,724.72,POINT (-74.27384609523543 40.51554532528413),-74.274,40.516
5.0,2.39,2.61,1387,0.0,0.0,0.0,0.0,1164.0,0.45,724.72,POINT (-74.27351974271271 40.54577114315886),-74.274,40.546
10.0,6.34,3.66,7711,0.0,0.0,0.0,0.0,1303.0,0.45,724.72,POINT (-74.2728655516859 40.60622229644206),-74.273,40.606
9.0,5.89,3.11,6208,0.0,0.0,0.0,0.0,1681.0,0.45,724.72,POINT (-74.27253771148303 40.63644763179213),-74.273,40.636
5.0,5.0,0.0,5527,0.0,0.0,0.0,0.0,1271.0,0.45,724.72,POINT (-74.27220937368442 40.66667280624243),-74.272,40.667
10.0,5.92,4.08,4510,0.0,0.0,0.0,0.0,2558.0,0.45,724.72,POINT (-74.27188053743535 40.69689781976424),-74.272,40.697
3.0,3.53,-0.53,3952,0.0,0.0,0.0,0.0,826.0,0.45,724.72,POINT (-74.2715512018789 40.727122672328896),-74.272,40.727
3.0,1.33,1.67,1181,0.0,0.0,0.0,0.0,374.0,0.45,724.72,POINT (-74.27089102940552 40.78757189447309),-74.271,40.788
3.0,0.9,2.1,999,0.0,1.0,0.0,0.0,103.0,0.45,724.72,POINT (-74.26956465482642 40.90846840603449),-74.27,40.908
4.0,1.06,2.94,1098,0.0,3.0,0.0,0.0,188.0,0.45,724.72,POINT (-74.2692317999431 40.93869213111149),-74.269,40.939
7.0,1.34,5.66,1608,0.0,0.0,0.0,0.0,171.0,0.45,724.72,POINT (-74.26889843881897 40.968915695008306),-74.269,40.969
1.0,0.37,0.63,78,0.0,0.0,0.0,0.0,120.0,0.45,724.72,POINT (-74.26755991434963 41.089808338253846),-74.268,41.09
1.0,0.65,0.35,682,0.0,0.0,0.0,0.0,52.0,0.45,724.72,POINT (-74.26682693881133 40.092294558000724),-74.267,40.092
2.0,3.92,-1.92,3331,0.0,0.0,0.0,0.0,1466.0,0.45,724.72,POINT (-74.26552552242283 40.21320555103639),-74.266,40.213
1.0,1.16,-0.16,1579,0.0,0.0,0.0,0.0,31.0,0.45,724.72,POINT (-74.26487185587254 40.27366008439947),-74.265,40.274
2.0,1.48,0.52,2121,0.0,0.0,0.0,0.0,26.0,0.45,724.72,POINT (-74.26322900705549 40.42479360660706),-74.263,40.425
12.0,10.05,1.95,12589,0.0,0.0,0.0,0.0,1964.0,0.45,724.72,POINT (-74.26223731019408 40.515471791028986),-74.262,40.515
2.0,1.06,0.94,1054,0.0,0.0,0.0,0.0,214.0,0.45,724.72,POINT (-74.2619057415254 40.54569753083857),-74.262,40.546
1.0,1.58,-0.58,2129,0.0,0.0,0.0,0.0,107.0,0.45,724.72,POINT (-74.26124109446064 40.60614852778323),-74.261,40.606
15.0,7.77,7.23,7218,0.0,0.0,0.0,0.0,2746.0,0.45,724.72,POINT (-74.26090801433864 40.63637378485965),-74.261,40.636
8.0,6.69,1.31,6946,0.0,0.0,0.0,0.0,1974.0,0.45,724.72,POINT (-74.26057442866933 40.666598880966546),-74.261,40.667
10.0,5.77,4.23,3928,0.0,0.0,0.0,0.0,2721.0,0.45,724.72,POINT (-74.2602403365843 40.69682381607502),-74.26,40.697
4.0,4.98,-0.98,5257,0.0,0.0,0.0,0.0,1389.0,0.45,724.72,POINT (-74.25990573721299 40.727048590156286),-74.26,40.727
3.0,1.78,1.22,1334,0.0,1.0,1.0,1.0,673.0,0.45,724.72,POINT (-74.25923501311814 40.78749765512305),-74.259,40.787
4.0,1.84,2.16,2366,0.0,0.0,0.0,0.0,203.0,0.45,724.72,POINT (-74.25889888664247 40.817721945951774),-74.259,40.818
2.0,1.95,0.05,990,0.0,0.0,0.0,0.0,988.0,0.45,724.72,POINT (-74.25822510043758 40.87817004415953),-74.258,40.878
3.0,1.47,1.53,1326,0.0,0.0,0.0,0.0,421.0,0.45,724.72,POINT (-74.25788743894292 40.90839385148282),-74.258,40.908
4.0,1.92,2.08,1715,0.0,0.0,0.0,0.0,604.0,0.45,724.72,POINT (-74.25721057473872 40.96884098243023),-74.257,40.969
3.0,1.1,1.9,1131,0.0,0.0,0.0,0.0,201.0,0.45,724.72,POINT (-74.25953178861239 39.69924352976013),-74.26,39.699
1.0,1.91,-0.91,2878,0.0,0.0,0.0,0.0,8.0,0.45,724.72,POINT (-74.2549606754867 40.12244887123645),-74.255,40.122
1.0,1.66,-0.66,1339,0.0,0.0,0.0,0.0,567.0,0.45,724.72,POINT (-74.25429973148508 40.18290421091822),-74.254,40.183
2.0,2.01,-0.01,1491,0.0,0.0,39.0,0.0,789.0,0.45,724.72,POINT (-74.253968509113 40.21313163989864),-74.254,40.213
2.0,1.16,0.84,1559,0.0,0.0,0.0,0.0,44.0,0.45,724.72,POINT (-74.25330455937865 40.27358601598072),-74.253,40.274
1.0,1.0,-0.0,1353,0.0,0.0,0.0,0.0,13.0,0.45,724.72,POINT (-74.25297183031097 40.30381296301972),-74.253,40.304
2.0,0.34,1.66,201,0.0,0.0,0.0,0.0,36.0,0.45,724.72,POINT (-74.25230485949501 40.36426637493821),-74.252,40.364
5.0,1.27,3.73,1530,0.0,0.0,6.0,0.0,144.0,0.45,724.72,POINT (-74.25163586604047 40.4247191437722),-74.252,40.425
2.0,1.33,0.67,1695,0.0,0.0,0.0,0.0,116.0,0.45,724.72,POINT (-74.2513006086665 40.45494528695615),-74.251,40.455
12.0,7.09,4.91,8028,0.0,0.0,0.0,0.0,1771.0,0.45,724.72,POINT (-74.24927836062975 40.636298766902506),-74.249,40.636
10.0,6.8,3.2,6642,0.0,0.0,0.0,0.0,2220.0,0.45,724.72,POINT (-74.24893952716434 40.66652378342384),-74.249,40.667
6.0,3.48,2.52,3786,0.0,0.0,0.0,0.0,869.0,0.45,724.72,POINT (-74.24860017931816 40.696748638875725),-74.249,40.697
12.0,15.5,-3.5,14575,0.0,0.0,47.0,48.0,5541.0,0.45,724.72,POINT (-74.24826031620694 40.72697333322927),-74.248,40.727
9.0,6.52,2.48,7442,0.0,0.0,0.0,0.0,1588.0,0.45,724.72,POINT (-74.2479199369442 40.75719786645571),-74.248,40.757
5.0,2.66,2.34,2230,0.0,0.0,0.0,0.0,960.0,0.45,724.72,POINT (-74.2475790406412 40.78742223852648),-74.248,40.787
1.0,0.79,0.21,1024,0.0,0.0,0.0,0.0,2.0,0.45,724.72,POINT (-74.24723762640694 40.817646449413154),-74.247,40.818
4.0,2.92,1.08,3058,0.0,0.0,0.0,0.0,769.0,0.45,724.72,POINT (-74.24655324056955 40.87809438752144),-74.247,40.878
6.0,0.75,5.25,77,0.0,0.0,0.0,0.0,440.0,0.45,724.72,POINT (-74.2462102671732 40.90831811468706),-74.246,40.908
6.0,1.58,4.42,2300,0.0,0.0,0.0,0.0,22.0,0.45,724.72,POINT (-74.24586677225915 40.938541680556604),-74.246,40.939
2.0,0.47,1.53,22,0.0,1.0,0.0,0.0,237.0,0.45,724.72,POINT (-74.24552275492512 40.968765085102504),-74.246,40.969
2.0,0.88,1.12,1111,0.0,0.0,6.0,6.0,30.0,0.45,724.72,POINT (-74.2448331493765 41.02921141011389),-74.245,41.029
3.0,2.27,0.73,3318,0.0,0.0,0.0,0.0,88.0,0.45,724.72,POINT (-74.24375390159305 40.092146214356326),-74.244,40.092
1.0,1.12,-0.12,448,0.0,0.0,0.0,0.0,567.0,0.45,724.72,POINT (-74.24274789111938 40.18282922580611),-74.243,40.183
2.0,0.33,1.67,35,0.0,0.0,0.0,0.0,108.0,0.45,724.72,POINT (-74.2420746774986 40.243283763555574),-74.242,40.243
1.0,0.66,0.34,783,0.0,0.0,0.0,0.0,11.0,0.45,724.72,POINT (-74.24173730610867 40.273510791370036),-74.242,40.274
5.0,1.04,3.96,1267,0.0,0.0,0.0,0.0,90.0,0.45,724.72,POINT (-74.240382703097 40.394417294829225),-74.24,40.394
3.0,2.67,0.33,3974,0.0,0.0,0.0,0.0,93.0,0.45,724.72,POINT (-74.24004276861892 40.42464351858954),-74.24,40.425
1.0,1.25,-0.25,1681,0.0,0.0,0.0,0.0,53.0,0.45,724.72,POINT (-74.23970231889828 40.454869581446694),-74.24,40.455
3.0,4.28,-1.28,4982,0.0,0.0,0.0,0.0,942.0,0.45,724.72,POINT (-74.23833534995468 40.57577222323855),-74.238,40.576
5.0,0.84,4.16,667,0.0,0.0,0.0,0.0,224.0,0.45,724.72,POINT (-74.2376487510395 40.63622257793351),-74.238,40.636
14.0,9.25,4.75,10327,0.0,0.0,0.0,0.0,2425.0,0.45,724.72,POINT (-74.23730466985377 40.66644751362713),-74.237,40.666
15.0,7.71,7.29,5256,0.0,0.0,0.0,0.0,3688.0,0.45,724.72,POINT (-74.23696006632241 40.6966722881792),-74.237,40.697
19.0,21.74,-2.74,13249,0.0,0.0,0.0,0.0,11453.0,0.45,724.72,POINT (-74.2366149395475 40.72689690156065),-74.237,40.727
5.0,4.52,0.48,6406,1.0,0.0,0.0,0.0,426.0,0.45,724.72,POINT (-74.23626928862875 40.757121353742605),-74.236,40.757
8.0,7.13,0.87,4722,0.0,0.0,6.0,5.0,3464.0,0.45,724.72,POINT (-74.23592311266373 40.7873456446963),-74.236,40.787
1.0,1.07,-0.07,1048,0.0,0.0,0.0,0.0,220.0,0.45,724.72,POINT (-74.23557641074764 40.81756977439322),-74.236,40.818
1.0,1.65,-0.65,2019,0.0,0.0,0.0,0.0,219.0,0.45,724.72,POINT (-74.23522918197347 40.84779374280498),-74.235,40.848
9.0,5.5,3.5,3258,0.0,0.0,0.0,0.0,2831.0,0.45,724.72,POINT (-74.23488142543184 40.87801754990331),-74.235,40.878
3.0,0.88,2.12,874,0.0,0.0,0.0,0.0,148.0,0.45,724.72,POINT (-74.23453314021111 40.9082411956602),-74.235,40.908
1.0,1.77,-0.77,2195,0.0,0.0,0.0,0.0,237.0,0.45,724.72,POINT (-74.23383498007436 40.968688003038196),-74.234,40.969
2.0,1.29,0.71,1797,0.0,0.0,12.0,12.0,30.0,0.45,724.72,POINT (-74.2331346942239 41.029134164717824),-74.233,41.029
1.0,0.28,0.72,154,0.0,0.0,8.0,0.0,8.0,0.45,724.72,POINT (-74.23791851764442 39.57817401493574),-74.238,39.578
2.0,0.44,1.56,170,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.23625688651214 39.72932479598748),-74.236,39.729
3.0,2.54,0.46,3676,0.0,0.0,0.0,0.0,132.0,0.45,724.72,POINT (-74.23221744782623 40.09207031928598),-74.232,40.092
4.0,3.26,0.74,1504,0.0,0.0,0.0,0.0,1834.0,0.45,724.72,POINT (-74.2315370604247 40.15252565924113),-74.232,40.153
1.0,0.52,0.48,459,0.0,0.0,0.0,0.0,54.0,0.45,724.72,POINT (-74.23051261345454 40.24320746389656),-74.231,40.243
1.0,0.82,0.18,1026,0.0,0.0,0.0,0.0,22.0,0.45,724.72,POINT (-74.23017009673194 40.273434410580165),-74.23,40.273
3.0,1.4,1.6,1814,0.0,0.0,0.0,0.0,112.0,0.45,724.72,POINT (-74.2287948343586 40.39434058880075),-74.229,40.394
3.0,1.42,1.58,1881,0.0,0.0,0.0,0.0,93.0,0.45,724.72,POINT (-74.22844971546587 40.42456673107193),-74.228,40.425
4.0,6.91,-2.91,9056,0.0,0.0,0.0,0.0,1098.0,0.45,724.72,POINT (-74.22671625661354 40.57569502719116),-74.227,40.576
1.0,0.76,0.24,921,0.0,0.0,0.0,0.0,22.0,0.45,724.72,POINT (-74.22601918625107 40.63614521796562),-74.226,40.636
15.0,15.89,-0.89,19116,0.0,0.0,0.0,0.0,3586.0,0.45,724.72,POINT (-74.22566985742198 40.66637007158945),-74.226,40.666
6.0,8.19,-2.19,7870,0.0,0.0,0.0,0.0,2772.0,0.45,724.72,POINT (-74.22531999828259 40.696594763998476),-74.225,40.697
16.0,25.03,-9.03,13236,0.0,0.0,6.0,4.0,14230.0,0.45,724.72,POINT (-74.22496960792128 40.72681929516351),-74.225,40.727
20.0,18.78,1.22,15396,0.0,0.0,0.0,0.0,7889.0,0.45,724.72,POINT (-74.22461868542409 40.75704366505552),-74.225,40.757
7.0,7.58,-0.58,8760,0.0,0.0,0.0,0.0,1811.0,0.45,724.72,POINT (-74.2242672298748 40.78726787364561),-74.224,40.787
11.0,5.15,5.85,4606,0.0,0.0,0.0,0.0,1857.0,0.45,724.72,POINT (-74.22391524035483 40.8174919209051),-74.224,40.817
12.0,3.8,8.2,3193,0.0,0.0,0.0,0.0,1437.0,0.45,724.72,POINT (-74.22356271594329 40.84771580680547),-74.224,40.848
7.0,3.03,3.97,2342,0.0,0.0,0.0,0.0,1218.0,0.45,724.72,POINT (-74.22320965571703 40.877939531318304),-74.223,40.878
3.0,1.36,1.64,1944,0.0,0.0,0.0,0.0,15.0,0.45,724.72,POINT (-74.22285605875048 40.90816309441543),-74.223,40.908
5.0,2.71,2.29,2366,0.0,0.0,0.0,0.0,940.0,0.45,724.72,POINT (-74.22250192411576 40.9383864960688),-74.223,40.938
2.0,0.39,1.61,45,0.0,0.0,0.0,0.0,153.0,0.45,724.72,POINT (-74.2221472508827 40.968609736250535),-74.222,40.969
3.0,1.76,1.24,2504,0.0,0.0,18.0,18.0,72.0,0.45,724.72,POINT (-74.22143628488882 41.02905573208846),-74.221,41.029
1.0,1.42,-0.42,1804,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.22444231003776 39.75947832505928),-74.224,39.759
4.0,1.27,2.73,759,0.0,0.0,0.0,0.0,536.0,0.45,724.72,POINT (-74.22136956179821 40.031537456714226),-74.221,40.032
2.0,4.41,-2.41,6529,0.0,1.0,0.0,0.0,268.0,0.45,724.72,POINT (-74.22102556010813 40.061765446391085),-74.221,40.062
7.0,7.29,-0.29,9027,0.0,0.0,0.0,0.0,1438.0,0.45,724.72,POINT (-74.220681038171 40.091993275400554),-74.221,40.092
2.0,1.56,0.44,236,0.0,0.0,0.0,0.0,1046.0,0.45,724.72,POINT (-74.22033599510667 40.12222094370991),-74.22,40.122
1.0,0.72,0.28,867,0.0,0.0,0.0,0.0,22.0,0.45,724.72,POINT (-74.2186029319177 40.27335687362402),-74.219,40.273
3.0,2.7,0.3,3987,0.0,0.0,0.0,0.0,113.0,0.45,724.72,POINT (-74.21720701048707 40.394262721683646),-74.217,40.394
5.0,3.11,1.89,2394,0.0,0.0,0.0,0.0,1256.0,0.45,724.72,POINT (-74.21509720860168 40.57561666263894),-74.215,40.576
1.0,0.89,0.11,537,0.0,0.0,0.0,0.0,329.0,0.45,724.72,POINT (-74.21438966694757 40.63606668701206),-74.214,40.636
18.0,18.17,-0.17,8738,1.0,0.0,246.0,0.0,10727.0,0.45,724.72,POINT (-74.21403509055324 40.66629145732399),-74.214,40.666
6.0,6.18,-0.18,4549,0.0,0.0,0.0,0.0,2751.0,0.45,724.72,POINT (-74.21367997588416 40.69651606634679),-74.214,40.697
27.0,19.34,7.66,15470,0.0,0.0,30.0,12.0,8318.0,0.45,724.72,POINT (-74.213324322015 40.7267405140511),-74.213,40.727
13.0,16.34,-3.34,11682,1.0,0.0,1180.0,1105.0,7708.0,0.45,724.72,POINT (-74.21296812801809 40.756964800407765),-74.213,40.757
6.0,4.59,1.41,5660,0.0,0.0,0.0,0.0,864.0,0.45,724.72,POINT (-74.21261139296342 40.78718892538772),-74.213,40.787
8.0,7.69,0.31,6359,0.0,0.0,0.0,0.0,3112.0,0.45,724.72,POINT (-74.21225411591867 40.817412888962124),-74.212,40.817
2.0,1.45,0.55,1422,0.0,0.0,0.0,0.0,356.0,0.45,724.72,POINT (-74.21189629594913 40.84763669110234),-74.212,40.848
10.0,3.33,6.67,2550,0.0,0.0,0.0,0.0,1366.0,0.45,724.72,POINT (-74.21153793211774 40.87786033177979),-74.212,40.878
3.0,3.26,-0.26,3950,0.0,0.0,0.0,0.0,601.0,0.45,724.72,POINT (-74.21117902348507 40.90808381096614),-74.211,40.908
2.0,1.49,0.51,1998,0.0,0.0,0.0,0.0,96.0,0.45,724.72,POINT (-74.21081956910933 40.93830712863322),-74.211,40.938
1.0,0.66,0.34,774,0.0,0.0,0.0,0.0,12.0,0.45,724.72,POINT (-74.20973792206989 41.02897611223928),-74.21,41.029
1.0,0.8,0.2,773,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.21296160983701 39.75940104303943),-74.213,39.759
3.0,1.52,1.48,1568,0.0,0.0,0.0,0.0,335.0,0.45,724.72,POINT (-74.2105399918114 39.97100313496139),-74.211,39.971
3.0,1.38,1.62,1210,0.0,0.0,0.0,0.0,402.0,0.45,724.72,POINT (-74.21019195231783 40.001231362943166),-74.21,40.001
